中国有线,#genre#
广东卫视,http://101.71.255.229:6610/zjhs/2/10013/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=6WU5B7EXKF30QFY878O8HTGR4RS6&ts=1550812276
云南卫视,http://101.71.255.229:6610/zjhs/2/10054/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
重庆卫视,http://101.71.255.229:6610/zjhs/2/10081/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河北卫视http://101.71.255.229:6610/zjhs/2/10017/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东南卫视,http://101.71.255.229:6610/zjhs/2/10010/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
甘肃卫视,http://101.71.255.229:6610/zjhs/2/10011/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广西卫视,http://101.71.255.229:6610/zjhs/2/10014/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南卫视,http://101.71.255.229:6610/zjhs/2/10018/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林卫视,http://101.71.255.229:6610/zjhs/2/10025/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
辽宁卫视,http://101.71.255.229:6610/zjhs/2/10032/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
海南卫视,http://101.71.255.229:6610/zjhs/2/10034/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
宁夏卫视,http://101.71.255.229:6610/zjhs/2/10036/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
青海卫视,http://101.71.255.229:6610/zjhs/2/10038/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山西卫视,http://101.71.255.229:6610/zjhs/2/10041/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
陕西卫视,http://101.71.255.229:6610/zjhs/2/10042/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
内蒙古卫视,http://101.71.255.229:6610/zjhs/2/10035/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&tid=2KUW3F0OEDBTP8XUCK6VJDFIUZK5&ts=1550812399
兵团卫视,http://101.71.255.229:6610/zjhs/2/10006/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
新疆卫视,http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
西藏卫视,http://101.71.255.229:6610/zjhs/2/10049/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱悬念,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
欧美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266
亚洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
CHC高清电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8
CHC高清电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chchd
CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
CHC动作电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chcatv
第一财经,http://w1.livecdn.yicai.com/hls/live/CBN_sd/live.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
佛陀教育,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist_w891345404.m3u8

港台综合,#genre#
HKC財經台-2337,p2p://185.212.201.60:6005/5e05147f00063d1a0563e6f21c58a741.ts
HKC新聞台-2324,p2p://185.212.201.60:6005/5e05147d0009de190563e010321516e0.ts
HKC新聞台HD-2323,p2p://185.212.201.60:6005/5e05147d000819540563df9cae8c023d.ts
HKC耀才財經-2329,p2p://185.212.201.60:6005/5e05147e0003c7f10563e26942e64d85.ts
HKC BeIN SPORTS 1-2336,p2p://185.212.201.60:6005/5e05147f000433400563e66c4c6fced2.ts
HKC BeIN SPORTS 2-2355,p2p://185.212.201.60:6005/5e051481000d8f5c0563f0a2b94c881a.ts
HKC深圳旁边開電視-2334,p2p://185.212.201.60:6005/5e05147e000e7a8f0563e52604306672.ts
HKC國際財經台-2335,p2p://185.212.201.60:6005/5e05147f0000e37b0563e593191bfa44.ts
HKC娛樂台HD-2328,p2p://185.212.201.60:6005/5e05147e000220f80563e1fd8432522a.ts
HKC直播新聞-2325,p2p://185.212.201.60:6005/5e05147d000b84c30563e07c10330c49.ts
HKC CN频道-2333,p2p://185.212.201.60:6005/5e05147e000cd33e0563e4bae5018c13.ts
HKC CN频道-2333,p2p://185.212.201.60:6005/5e05147e000cd33e0563e4bae5018c13.ts
HKC索尼動畫-2332,p2p://185.212.201.60:6005/5e05147e000b0a170563e445cc28d8b7.ts
HKC跑馬18台-2326,p2p://185.212.201.60:6005/5e05147d000d2afd0563e0e8606d781c.ts
HKC電影一台HD-2377,p2p://185.212.201.60:6005/5e05148500041ed80563fdd7f46c16d9.ts
HKC衛視電影台-2357,p2p://185.212.201.60:6005/5e051482000382940563f1f75b8679da.ts
HKCBoomerangHD-2340,p2p://185.212.201.60:6005/5e05147f000d7e6c0563e8cdd7adef7e.ts
澳亞衛視-2339,p2p://185.212.201.60:6005/5e05147f000bd47f0563e860068dfef5.ts
HKC驚悚頻道-2327,p2p://185.212.201.60:6005/5e05147d000ed42f0563e1555613b2a9.ts
HKC國家地理-2330,p2p://185.212.201.60:6005/5e05147e0007b9790563e36bdd87e33a.ts
HKC探索頻道-2331,p2p://185.212.201.60:6005/5e05147e0009625f0563e3d8e577b548.ts
HKC體育二台HD-2378,p2p://185.212.201.60:6005/5e0514850005c7c80563fe44a1ea809c.ts
HKC體育台HD-2379,p2p://185.212.201.60:6005/5e05148500076e980563feb04b5b34fd.ts
HKC跑馬603HD-2380,p2p://185.212.201.60:6005/5e051485000919450563ff1da2d73b4e.ts
HKC球彩台-2341,p2p://185.212.201.60:6005/5e0514800000265b0563e94b7b9289ea.ts
HKC CNN-2382,p2p://185.212.201.60:6005/5e051485000c282e0563ffe6c18e0e31.ts
HKC BBC-2381,p2p://185.212.201.60:6005/5e051485000a984a0563ff7f34290ded.ts
BTV冬奧紀實HD-2388,p2p://185.212.201.60:6005/5e05148600083803056402ccdfadf699.ts
SkySportsHD-2356,p2p://185.212.201.60:6005/5e051482000156da0563f16973ae62f7.ts
SkySports1-2634,p2p://185.212.201.60:6005/5e05153d000c6d300566ceb8152b05bd.ts
SkySports2-2635,p2p://185.212.201.60:6005/5e05153d000e10bd0566cf23ac92bc48.ts
SkySports3-2636,p2p://185.212.201.60:6005/5e05153e00007a580566cf900524b5e5.ts
SkySports4-2637,p2p://185.212.201.60:6005/5e05153e000221f00566cffd35ea8ac3.ts
SkySports5-2638,p2p://185.212.201.60:6005/5e05153e0003ef3c0566d073d827f296.ts
SkySports6-2639,p2p://185.212.201.60:6005/5e05153e000599b80566d0e0ea0c48b3.ts
SKY News HD-2627,p2p://185.212.201.60:6005/5e05153c000e75730566cb55f348a6d5.ts
TVB翡翠台HD-2448,p2p://185.212.201.60:6005/5e0514c900047f2f05650790a740b200.ts
TVB新聞台-2449,p2p://185.212.201.60:6005/5e0514c9000627f4056507fd11d7f2fc.ts
TVB財經台HD-2450,p2p://185.212.201.60:6005/5e0514c90007cb8205650868b5165fb2.ts
TVB翡翠J2 HD-2451,p2p://185.212.201.60:6005/5e0514c9000afca30565093989d2c0fd.ts
TVB明珠台HD-2452,p2p://185.212.201.60:6005/5e0514c9000d88e2056509e00ec5deb8.ts
VIUTV HD-2454,p2p://185.212.201.60:6005/5e0514ca000116a305650a98b9df5aa0.ts
ViuTVsix-2455,p2p://185.212.201.60:6005/5e0514ca00029acc05650afcce2eb36d.ts
TVB-E-2342,p2p://185.212.201.60:6005/5e0514800001cc880563e9b7f05c9740.ts
TVB功夫台-2343,p2p://185.212.201.60:6005/5e05148000041a0e0563ea4e9184f826.ts
NOW華劇台-2682,p2p://185.212.201.60:6005/5e18b2eb0005a4ef04ade2169870e032.ts
TVB星河-國語-2458,p2p://185.212.201.60:6005/5e0514ca0007941305650c42f556bbb7.ts
TVB1美版-2680,p2p://185.212.201.60:6005/5e18b2c100061f2204ad3e26304f7c2f.ts
TVB2美版-2681,p2p://185.212.201.60:6005/5e18b2d40009c4fc04ad894dff07a660.ts
RTHK31-2456,p2p://185.212.201.60:6005/5e0514ca0004465205650b69656d7b48.ts
RTHK32-2457,p2p://185.212.201.60:6005/5e0514ca0005ee9705650bd66e4595a4.ts
NOW TV-2453,p2p://185.212.201.60:6005/5e0514c9000ed10905650a34f6a761c9.ts
Now Prime Sports-2687,p2p://185.212.201.60:6005/5e40d45100092a3e0c5ba5b04d9acc74.ts
Now News-2688,p2p://185.212.201.60:6005/5e40d4bb0003e4780c5d4266aeb87f4b.ts
NOW Live-2689,p2p://185.212.201.60:6005/5e40d4cb00091da60c5d823de7b95d9d.ts
韓國娛樂台HD-2533,p2p://185.212.201.60:6005/5e0514f90001acff0565c2578ffc97aa.ts
天映频道-2466,p2p://185.212.201.60:6005/5e0514cb0006339405650fd09cb64a9b.ts
天映CCM_粤语-2686,p2p://185.212.201.60:6005/5e2268b40008148316ace1e5d8d8667e.ts
CHC高清電影HD-2652,p2p://185.212.201.60:6005/5e05153f000e2b4e0566d6faa87d55fd.ts
NBA HD-2584,p2p://185.212.201.60:6005/5e0514ff000898cb0565db8d2c41d104.ts
TVS南方1-2468,p2p://185.212.201.60:6005/5e0514cb000a6d5a056510e4cacba1e9.ts
TVS南方2-2469,p2p://185.212.201.60:6005/5e0514cb000c36df0565115aa7029ac1.ts
TVS南方3-2470,p2p://185.212.201.60:6005/5e0514cb000ec239056512007de6a1ae.ts
TVS南方4-2471,p2p://185.212.201.60:6005/5e0514cc000148e605651275f26dd7f9.ts
TVS南方5-2472,p2p://185.212.201.60:6005/5e0514cc00031191056512eadaef83bb.ts
廣東體育HD-2349,p2p://185.212.201.60:6005/5e051480000eed910563ed13757ef88e.ts
新視覺HD(英超)-2474,p2p://185.212.201.60:6005/5e0514cc0006621a056513c3a1040e91.ts
MTV Live HD-2684,p2p://185.212.201.60:6005/5e1b6add0009b9950f4c6c724744ff96.ts
鳳凰衛視HD-2459,p2p://185.212.201.60:6005/5e0514ca0009395805650cae7cb4c5ce.ts
鳳凰資訊HD-2460,p2p://185.212.201.60:6005/5e0514ca000ae21e05650d1aa4865415.ts
鳳凰深圳旁边HD-2461,p2p://185.212.201.60:6005/5e0514ca000cec0105650da0b5de0519.ts
HGTV-2647,p2p://185.212.201.60:6005/5e05153f00045c590566d47792505c61.ts
深圳旁边衛視-2475,p2p://185.212.201.60:6005/5e0514cc000807980565142f8547bfc0.ts
HBO HD-2476,p2p://185.212.201.60:6005/5e0514cc0009b0f50565149c61a9b679.ts
HBO溫馨家庭HD-2477,p2p://185.212.201.60:6005/5e0514cc000b99c105651519513ac123.ts
HBO原創巨獻HD-2478,p2p://185.212.201.60:6005/5e0514cc000e05c8056515b862d1440b.ts
HBO強檔巨獻HD-2479,p2p://185.212.201.60:6005/5e0514cd00006ba0056516251c05f410.ts
FOX家庭影院HD-2480,p2p://185.212.201.60:6005/5e0514cd000378df056516ed77cb0c74.ts
FOX動作影院HD-2481,p2p://185.212.201.60:6005/5e0514cd000523010565175a62dd6bf5.ts
FOX警匪影院HD-2482,p2p://185.212.201.60:6005/5e0514cd0006c9e4056517c67a86f8d4.ts
罪案偵緝頻道HD-2483,p2p://185.212.201.60:6005/5e0514cd0008705905651832b8941baa.ts
星衛電影頻道HD-2484,p2p://185.212.201.60:6005/5e0514cd000a1a3b0565189fd224209d.ts
華納電視頻道HD-2643,p2p://185.212.201.60:6005/5e05153e000c39930566d2925cdecf8c.ts
美亞電影HD-2486,p2p://185.212.201.60:6005/5e0514cd000d692205651978765dd617.ts
精彩影視-2465,p2p://185.212.201.60:6005/5e0514cb00048b6305650f639899e0ff.ts
FOX HD-2488,p2p://185.212.201.60:6005/5e0514ce0001366d05651a41b9f7f3d2.ts
國家地理HD-2489,p2p://185.212.201.60:6005/5e0514ce0002bf9c05651aa55fc7fc71.ts
國家地理悠人HD-2490,p2p://185.212.201.60:6005/5e0514ce0004476c05651b0af545d603.ts
國家地理野生HD-2491,p2p://185.212.201.60:6005/5e0514ce0005eb7105651b75f1ae29fb.ts
歷史頻道HD-2492,p2p://185.212.201.60:6005/5e0514ce0007921005651be14a98eb00.ts
探索科學HD-2493,p2p://185.212.201.60:6005/5e0514ce0009390405651c4e1d52d9af.ts
探索頻道HD-2494,p2p://185.212.201.60:6005/5e0514ce000ae13a05651cbaafc70abb.ts
探索動力HD-2495,p2p://185.212.201.60:6005/5e0514ce000c67fa05651d1eb83faf67.ts
H2 頻道HD-2644,p2p://185.212.201.60:6005/5e05153e000ea5ef0566d3318571ae29.ts
ELEVEN Sports-2645,p2p://185.212.201.60:6005/5e05153f00010cc80566d39e38ec116d.ts
高清影視HD-2497,p2p://185.212.201.60:6005/5e0514cf000075f605651df7d6ccafc0.ts
江蘇衛視HD-2498,p2p://185.212.201.60:6005/5e0514cf000342c105651eaf85c4b769.ts
湖南衛視HD-2499,p2p://185.212.201.60:6005/5e0514cf0004edbf05651f1ce1654202.ts
浙江衛視HD-2500,p2p://185.212.201.60:6005/5e0514cf0006947e05651f882d032274.ts
廣西衛視-2501,p2p://185.212.201.60:6005/5e0514cf00083d6005651ff5fc24c941.ts
北京衛視HD-2502,p2p://185.212.201.60:6005/5e0514cf0009eb2d05652063d3fd0415.ts
安徽衛視HD-2503,p2p://185.212.201.60:6005/5e0514f50003228a0565b317bc168d7d.ts
東方衛視HD-2504,p2p://185.212.201.60:6005/5e0514f50004de3e0565b3883d3e3705.ts
廣東衛視HD-2505,p2p://185.212.201.60:6005/5e0514f50006842c0565b3f4ee6ed8e0.ts
廣東珠江台-2350,p2p://185.212.201.60:6005/5e0514810001b66f0563ed998fceede6.ts
黑龍江衛HD-2506,p2p://185.212.201.60:6005/5e0514f500082bb20565b4611ae275b8.ts
山東衛視HD-2507,p2p://185.212.201.60:6005/5e0514f50009d6590565b4ce982c5427.ts
深圳衛視HD-2508,p2p://185.212.201.60:6005/5e0514f5000b7ad10565b5391d69703e.ts
重慶衛視HD-2509,p2p://185.212.201.60:6005/5e0514f5000d261c0565b5a774536615.ts
遼寧衛視HD-2510,p2p://185.212.201.60:6005/5e0514f5000eced50565b61447d07c14.ts
天津衛視HD-2511,p2p://185.212.201.60:6005/5e0514f60002202f0565b6bc0992d83b.ts
東南衛視-2611,p2p://185.212.201.60:6005/5e05153a000a11580566c2654cc473cd.ts
HKC-AXN-2338,p2p://185.212.201.60:6005/5e05147f000824d40563e76f8a7c5144.ts
星空衛視-2612,p2p://185.212.201.60:6005/5e05153a000ce0520566c31db4ad8273.ts
好萊塢電影-2616,p2p://185.212.201.60:6005/5e05153b00043c310566c4cf84849ddf.ts
mediacorp-2353,p2p://185.212.201.60:6005/5e051481000832fe0563ef427e8a6d87.ts
CCTV1綜合HD-2512,p2p://185.212.201.60:6005/5e0514f60003de600565b72f0f40f5bd.ts
CCTV2財經HD-2513,p2p://185.212.201.60:6005/5e0514f6000504c40565b77ace9d4446.ts
CCTV3綜藝HD-2514,p2p://185.212.201.60:6005/5e0514f600066d820565b7d6b9fec953.ts
CCTV4國際HD-2515,p2p://185.212.201.60:6005/5e0514f6000856030565b8531d7bc39f.ts
CCTV5體育HD-2516,p2p://185.212.201.60:6005/5e0514f6000ac1550565b8f233de26b6.ts
CCTV5+賽事HD-2517,p2p://185.212.201.60:6005/5e0514f6000c43810565b9558ccba9ec.ts
CCTV6電影HD-2518,p2p://185.212.201.60:6005/5e0514f6000dec700565b9c226004e86.ts
CCTV7軍事HD-2519,p2p://185.212.201.60:6005/5e0514f7000137ae0565ba6926c16f4a.ts
CCTV8電視劇HD-2520,p2p://185.212.201.60:6005/5e0514f700068ee40565bbc765078034.ts
CCTV9紀錄HD-2521,p2p://185.212.201.60:6005/5e0514f700093b4e0565bc76c47a0133.ts
CCTV10科教HD-2522,p2p://185.212.201.60:6005/5e0514f7000ae24d0565bce2ca874e88.ts
CCTV11戲曲HD-2523,p2p://185.212.201.60:6005/5e0514f7000c8a490565bd4f1228b71e.ts
CCTV12社会HD-2524,p2p://185.212.201.60:6005/5e0514f7000e96e40565bdd5ddd44f30.ts
CCTV13新聞-2525,p2p://185.212.201.60:6005/5e0514f80000fc360565be42f91cbe38.ts
CCTV14少兒HD-2526,p2p://185.212.201.60:6005/5e0514f80002a4800565beae0cbe17bd.ts
CCTV15音樂-2527,p2p://185.212.201.60:6005/5e0514f80004521c0565bf1c8707c511.ts
CCTV17农业-2528,p2p://185.212.201.60:6005/5e0514f80007c2ef0565bffe45469d33.ts
Channel[V]HD-2531,p2p://185.212.201.60:6005/5e0514f8000d9f8c0565c17e0ffa73d5.ts
MTV音樂中國-2386,p2p://185.212.201.60:6005/5e0514860004e7c1056401f3dc6c47ca.ts
MTV LIVE HD-2532,p2p://185.212.201.60:6005/5e0514f90000051a0565c1eac305d1c3.ts
東森財經HD-2534,p2p://185.212.201.60:6005/5e0514f900051c7d0565c338af6729ed.ts
東森新聞HD-2535,p2p://185.212.201.60:6005/5e0514f90006c2b90565c3a4eefe39bc.ts
東森洋片-2536,p2p://185.212.201.60:6005/5e0514f90008ac3e0565c422d6ef422e.ts
東森電影-2537,p2p://185.212.201.60:6005/5e0514f9000ab8e70565c4a87f03c63e.ts
東森戲劇-2538,p2p://185.212.201.60:6005/5e0514f9000c61200565c5141f1a2f33.ts
東森綜合-2539,p2p://185.212.201.60:6005/5e0514f9000e6aa40565c59aa3088b73.ts
東森幼幼-2540,p2p://185.212.201.60:6005/5e0514fa0000ae400565c5fe5d377551.ts
東森超視-2541,p2p://185.212.201.60:6005/5e0514fa0003bea80565c6c70cfbfd6d.ts
台視HD-2542,p2p://185.212.201.60:6005/5e0514fa0005a79e0565c744275a5a28.ts
民視HD-2543,p2p://185.212.201.60:6005/5e0514fa00072ed30565c7a893e4154c.ts
華視HD-2544,p2p://185.212.201.60:6005/5e0514fa0008d7900565c815577a88a2.ts
中視HD-2545,p2p://185.212.201.60:6005/5e0514fa000a5d980565c8784ee0be6d.ts
公視HD-2546,p2p://185.212.201.60:6005/5e0514fa000c28690565c8eeeda088c6.ts
CATCH PLAY電影台-2683,p2p://185.212.201.60:6005/5e1b243e0002fd310e388da0b7e9c799.ts
中天新聞HD-2550,p2p://185.212.201.60:6005/5e0514fb00033fca0565ca8e42b9eb6f.ts
中天綜合-2547,p2p://185.212.201.60:6005/5e0514fa000daebd0565c952143ab9f1.ts
中天娛樂-2548,p2p://185.212.201.60:6005/5e0514fa000f34f60565c9b62f4218e6.ts
非凡新聞HD-2551,p2p://185.212.201.60:6005/5e0514fb0004e8810565cafb00bb9ea5.ts
年代新聞HD-2552,p2p://185.212.201.60:6005/5e0514fb000690900565cb672747219c.ts
華藏衛視-2602,p2p://185.212.201.60:6005/5e051539000775e70566bdd2598f6ab7.ts
澳門蓮花-2473,p2p://185.212.201.60:6005/5e0514cc0004b9d60565135764bb5669.ts
好消息1台-2598,p2p://185.212.201.60:6005/5e0515390000d8130566bc209bedd297.ts
好消息2台-2599,p2p://185.212.201.60:6005/5e05153900027de60566bc8c76a1d80e.ts
大愛電視HD-2600,p2p://185.212.201.60:6005/5e0515390004274e0566bcf9d0b5bd66.ts
大愛二台HD-2601,p2p://185.212.201.60:6005/5e0515390005d05a0566bd667b6f6005.ts
TVBS新聞HD-2462,p2p://185.212.201.60:6005/5e0514ca000e941405650e0d5fb9e325.ts
TVBS歡樂HD-2463,p2p://185.212.201.60:6005/5e0514cb0000fad605650e79969250bf.ts
TVBS綜合-2464,p2p://185.212.201.60:6005/5e0514cb0002e36705650ef6cc0702f5.ts
三立新聞-2557,p2p://185.212.201.60:6005/5e0514fc000367a00565ce8065389f40.ts
三立台灣HD-2554,p2p://185.212.201.60:6005/5e0514fb0009e09e0565cc4098588131.ts
三立都會HD-2555,p2p://185.212.201.60:6005/5e0514fb000b84840565ccac3b22550a.ts
三立財經-2556,p2p://185.212.201.60:6005/5e0514fb000d30780565cd1a6df07ca7.ts
緯萊日本-2558,p2p://185.212.201.60:6005/5e0514fc000570e10565cf068aaf15fa.ts
緯萊綜合-2559,p2p://185.212.201.60:6005/5e0514fc000a04280565d032b49fc002.ts
緯萊育樂-2560,p2p://185.212.201.60:6005/5e0514fc000bd5160565d0a9e19e1251.ts
緯萊戲劇-2561,p2p://185.212.201.60:6005/5e0514fc000d7b9e0565d11521e33631.ts
緯萊電影-2562,p2p://185.212.201.60:6005/5e0514fc000f24e40565d182b762eda4.ts
八大綜合台-2567,p2p://185.212.201.60:6005/5e0514fd000930130565d3e34d339c81.ts
八大第一台HD-2566,p2p://185.212.201.60:6005/5e0514fd0007a8dc0565d37f0cd18d31.ts
八大娛樂台-2564,p2p://185.212.201.60:6005/5e0514fd0003543c0565d26301770389.ts
